doc_id;datetime;text;media;alt_text;likes;reposts;replies;username;handle;user_description;user_image;user_followers;commented_post;sponsored;target;condition;sequence
42;04.07.24 13:39;economic impact unknown but we know that industries are destroyed and farming areas gone – how will families survive? how will parents provide for their kids?;"";"";0;7;2;Alex Morritt;Alex_Morritt;Writer and storyteller. Sharing my literary works, writing tips, and book reviews.;https://images.unsplash.com/photo-1520341280432-4749d4d7bcf9?q=80&w=3648&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;304;0;0;;fc_2;
43;04.07.24 13:42;claudia duarte’s story is chilling. she was waist-deep in water on the second floor of her home when rescued. Wtf. How could that happen?;"";"";14;5;20;Kerala_WithRG;KeralaWithRG;Travel blogger and adventure seeker. Join me as I explore new destinations and share travel tips.;https://images.unsplash.com/photo-1489424731084-a5d8b219a5bb?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;290;0;0;;fc_2;
44;04.07.24 13:45;driving through flood-hit areas feels like moving through a a war zone, with piles of ruined belongings everywhere. children’s toys among the debris are a stark reminder of what's been lost.;"";"";25;7;13;Anggun History;AnggunHistory;History buff and writer. Sharing historical facts, stories, and insights.;https://images.unsplash.com/photo-1632759200868-ed04ef0bb2dc?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;132;0;0;;fc_2;
45;04.07.24 13:48;My friend's house had never flooded before, but this time water came through indoor drains! Her kids are be terrified every time it rains now, fearing another flood.;"";"";34;6;10;Jill Colvin Jones;jillcolvinjones;Journalist and news reporter. Bringing you the latest news, stories, and in-depth analysis.;https://images.unsplash.com/photo-1529232356377-57971f020a94?q=80&w=3776&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;328;0;0;;fc_2;
46;04.07.24 13:51;Juan Romero from Venezuela had to leave everything behind except his work and migration papers when the floods hit Canoas. Heartbreaking stories everywhere.;"";"";14;8;1;B L V C K;Blvck000;Fashion enthusiast and lifestyle blogger. Follow for style tips, beauty hacks, and daily inspiration.;https://images.unsplash.com/photo-1523477800337-966dbabe060b?q=80&w=2008&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;52;0;0;;fc_2;
47;04.07.24 13:54;let's keep pushing forward advocating stronger climate action policies to ensure that future generations don’t face similar devastations caused by unchecked global warming today;"";"";17;7;13;welmar du plessis;Welmardup;Adventurer and nature lover. Sharing my travels and outdoor experiences. Expect stunning landscapes and travel tips.;https://images.unsplash.com/photo-1606115690424-49770e55a2bc?q=80&w=3648&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;335;0;0;;fc_2;
48;04.07.24 13:57;The Institute of Economics and Peace warns of potential billion-plus climate refugees mid-century unless immediate actions are taken to address pressing environmental issues;"";"";24;2;1;Dierenthuis;dierenthuis;Animal lover and pet care expert. Tips on pet health, training, and adorable pet moments.;https://images.unsplash.com/photo-1494790108377-be9c29b29330?q=80&w=3744&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;668;0;0;;fc_2;
49;04.07.24 14:00;Extreme weather events like these floods show us why combating climate change should be everyone's priority;"";"";24;2;5;B L V C K;Blvck000;Fashion enthusiast and lifestyle blogger. Follow for style tips, beauty hacks, and daily inspiration.;https://images.unsplash.com/photo-1523477800337-966dbabe060b?q=80&w=2008&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;438;0;0;;fc_2;
50;04.07.24 14:03;European Parliament anticipates future influx of  #climate_refugees arriving sooner than anticipated given current trends observed globally #floods #brazil;https://images.unsplash.com/photo-1594841359067-31caf8216011?q=80&w=3270&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;A man photographs a refugee camp with temporary housing and clothes drying on lines, set against a cloudy sky.;30;6;13;bowdi;bowdi;Music lover and aspiring artist. Sharing my musical journey and favorite tunes. Join me for some great music vibes.;https://images.unsplash.com/photo-1540569014015-19a7be504e3a?q=80&w=3024&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;204;0;0;;fc_2;
51;04.07.24 14:06;Brazil isn’t alone: Pakistan, Ethiopia & Kenya have all faced similar devastating floods recently highlighting a #GLOBAL #crisis;"";"";16;6;11;Chill Pill;soreia_kh;Mental health advocate and wellness coach. Tips on mindfulness, self-care, and mental well-being.;https://images.unsplash.com/photo-1607569490015-7101095605ed?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;387;0;0;;fc_2;
52;04.07.24 14:09;World Bank estimates over 216M people could become climate refugees by mid-century unless drastic measures taken soon;"";"";38;8;3;Allen Drazila;Allendrizzle;Travel blogger and adventure seeker. Join me as I explore new destinations and share travel tips.;https://images.unsplash.com/photo-1600486913747-55e5470d6f40?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;731;0;0;;fc_2;
53;04.07.24 14:12;Humanitarian crisis deepens South. Ongoing rains and cold weather hamper relief efforts which leaves many in stranded dire conditions. #help;"";"";40;7;3;Anggun History;AnggunHistory;History buff and writer. Sharing historical facts, stories, and insights.;https://images.unsplash.com/photo-1632759200868-ed04ef0bb2dc?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;385;0;0;;fc_2;
54;04.07.24 14:15;IFRC's Roger Alonso Morgui: «Floodwaters remain trapped in many areas, hampering aid distribution and making it impossible for people to return home.»;https://ca-times.brightspotcdn.com/dims4/default/c122d29/2147483647/strip/true/crop/4864x3648+0+0/resize/1200x900!/quality/75/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2Fe8%2F30%2F79f17ac9bee015315a0f747e3332%2Fd19f93b10a5c4409b842c53786cbce8e;Aerial view of a damaged two-story house with its roof partially collapsed and surrounded by debris and uprooted trees after a severe flood. The house is isolated in a muddy field next to a small river, with hills in the background.;9;1;11;gweezy;georgia12210;Music lover and aspiring artist. Sharing my musical journey and favorite tunes.;https://images.unsplash.com/photo-1502823403499-6ccfcf4fb453?q=80&w=2000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;478;0;0;;fc_2;
55;04.07.24 14:18;the humanitarian crisis in Brazil is a stark reminder of how climate change is reshaping lives globally. more rain is forecasted, increasing the risk of water-borne #diseases.;"";"";30;2;22;little mis moonligh;LoupMaraudeur;Night owl and dreamer. Sharing my thoughts, poetry, and late-night musings.;https://images.unsplash.com/photo-1589729132389-8f0e0b55b91e?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;810;0;0;;fc_2;
56;04.07.24 14:21;The Institute for Economics and Peace warns that 1B+ people could become climate refugees by mid-century if global warming isn't addressed urgently.;"";"";37;1;8;May Sarma;mayvsarma;Tech geek and gadget reviewer. Bringing you the latest in tech news and reviews.;https://images.unsplash.com/photo-1499358517822-d8578907a095?q=80&w=3000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;441;0;0;;fc_2;
57;04.07.24 14:24;"Climate change displacement isn’t just statistics; it’s real lives disrupted! Southern Brazilians face harsh realities post-floods needing our #support!";"";"";25;7;4;Brendan;Grundla;Travel blogger and adventure seeker. Join me as I explore new destinations and share travel tips.;https://images.unsplash.com/photo-1548048876-54a717fa3f8c?q=80&w=3840&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;688;0;0;;fc_2;
58;04.07.24 14:27;Climate refugees aren't just a future concern—they're here #now as seen with recent floods displacing millions globally including in Brazil;"";"";26;1;6;Lia mahdalena;liamhdlenaa;Fashion enthusiast and lifestyle blogger. Follow for style tips, beauty hacks, and daily inspiration.;https://images.unsplash.com/photo-1607569708758-0270aa4651bd?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;288;0;0;;fc_2;
59;08.05.24 09:30;�I just want to go home.� whispers Jo�o, 5, displaced by the floods in Brazil. His story is one of many, but today, you can make a difference for him. Help Jo�o and other children like him find safety. Donate now. <br><br>#HelpJoao #BrazilFloodRelief;https://raw.githubusercontent.com/Howquez/oFeeds/main/studies/frequency_capping/stimuli/creatives/creative_03.webp;A young boy holds a blue bowl, looking directly at the camera, with text reading _Help Children in Crisis_ for Brazil Floods awareness.;336;52;9;UNICEF;UNICEF;UNICEF works in over 190 countries and territories to protect children's rights. We won't stop, #ForEveryChild.;https://fa.oregonstate.edu/sites/fa.oregonstate.edu/files/223-2237995_unicef-logo-unicef-logo-png-high-resolution-unicef_1_.webp;9243872;0;1;https://help.unicef.org/brazil-floods/citi-foundation?language=en;fc_2;5
60;08.05.24 09:30;�I just want to go home.� whispers Jo�o, 5, displaced by the floods in Brazil. His story is one of many, but today, you can make a difference for him. Help Jo�o and other children like him find safety. Donate now. <br><br>#HelpJoao #BrazilFloodRelief;https://raw.githubusercontent.com/Howquez/oFeeds/main/studies/frequency_capping/stimuli/creatives/creative_03.webp;A young boy holds a blue bowl, looking directly at the camera, with text reading _Help Children in Crisis_ for Brazil Floods awareness.;336;52;9;UNICEF;UNICEF;UNICEF works in over 190 countries and territories to protect children's rights. We won't stop, #ForEveryChild.;https://fa.oregonstate.edu/sites/fa.oregonstate.edu/files/223-2237995_unicef-logo-unicef-logo-png-high-resolution-unicef_1_.webp;9243872;0;1;https://help.unicef.org/brazil-floods/citi-foundation?language=en;fc_2;10
1;04.07.24 11:36;Elisandro Dutra Glubert rescuing stranded people and animals, including tortoises! heroes come in all forms during crises.;"";"";30;5;1;welmar du plessis;Welmardup;Adventurer and nature lover. Sharing my travels and outdoor experiences. Expect stunning landscapes and travel tips.;https://images.unsplash.com/photo-1606115690424-49770e55a2bc?q=80&w=3648&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;567;0;0;;fc_3;
2;04.07.24 11:39;Cruzeiro do Sul, Muçum, Lajeado are just some municipalities that were wiped off the map —horrible!;"";"";0;7;12;aurelie rabiot;zouzoum44;Fashion enthusiast and lifestyle blogger. Follow for style tips, beauty hacks, and daily inspiration.;https://images.unsplash.com/photo-1611432579699-484f7990b127?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;419;0;0;;fc_3;
3;04.07.24 11:42;Marcio Astrini calls this disaster a climate justice crisis: low-income areas hit hardest by floods they didn’t cause! Children in these communities deserve better protection and support.;"";"";15;1;2;Leo Lozano;lozano1931;Tech geek and gadget reviewer. Bringing you the latest in tech news and reviews. Stay updated with cutting-edge technology.;https://images.unsplash.com/photo-1633332755192-727a05c4013d?q=80&w=3880&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;460;0;0;;fc_3;
4;04.07.24 11:45;The economic impact is yet unknown according to the state gov. Everything is destroyed: small businesse,s major industries, farming areas…;"";"";21;6;17;kevin;ihearthalladay;Sports fanatic and baseball aficionado. Sharing game highlights, player stats, and sports commentary.;https://images.unsplash.com/photo-1595211877493-41a4e5f236b3?q=80&w=3830&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;168;0;0;;fc_3;
5;04.07.24 11:48;nearly 98% of eldorado do sul flooded. almost the entire population is displaced to neighboring towns. Kids are living out of cars and makeshift tents now instead of their cozy homes.;"";"";0;5;17;max saber;spencylund;Fitness coach and wellness advocate. Motivating you to achieve your health goals with tips and workout routines.;https://images.unsplash.com/photo-1629425733761-caae3b5f2e50?q=80&w=2968&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;720;0;0;;fc_3;
6;04.07.24 11:51;While adults worry about rebuilding homes and businesses, Children just want their normal lives back – school, friends, and playtime. without fear. Its devastating;"";"";24;1;21;bowdi;bowdi;Music lover and aspiring artist. Sharing my musical journey and favorite tunes. Join me for some great music vibes.;https://images.unsplash.com/photo-1540569014015-19a7be504e3a?q=80&w=3024&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;179;0;0;;fc_3;
7;04.07.24 11:54;let's honor those affected by changing our rulers' behavior towards climate action! our children's future depends on responsible leadership today!;"";"";6;0;12;Dierenthuis;dierenthuis;Animal lover and pet care expert. Tips on pet health, training, and adorable pet moments.;https://images.unsplash.com/photo-1494790108377-be9c29b29330?q=80&w=3744&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;235;0;0;;fc_3;
8;04.07.24 11:57;eduardo leite admits state had other priorities but now it’s clear: disaster preparedness must be top priority! lives depend on it especially those of innocent children!;"";"";15;4;20;JM;b5forks;Foodie and culinary explorer. Discovering new recipes, restaurant reviews, and food adventures.;https://images.unsplash.com/photo-1500648767791-00dcc994a43e?q=80&w=3000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;641;0;0;;fc_3;
9;04.07.24 12:00;Ernani Gonçalves, mayor of eldorado do sul, now living in his office after his house was flooded says he feels unsure about the future.;"";"";27;7;10;C0urtesy tiTus;C0urtesyTitus;Gaming enthusiast and streamer. Join me for live streams, game reviews, and gaming tips.;https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?q=80&w=3569&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;558;0;0;;fc_3;
10;04.07.24 12:03;we need more investments in disaster prevention! every real invested saves hundreds more according to national water agency study—let's prioritize this!;"";"";32;6;3;Victor Peetso;VWPeetso;Automotive expert and car enthusiast. Reviews, tips, and news about the latest in the automotive world.;https://images.unsplash.com/photo-1558222218-b7b54eede3f3?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;180;0;0;;fc_3;
11;04.07.24 12:06;William Santos from porto alegre has been volunteering to take neighbors across flooded areas in a small boat. Health workers have given him vaccines to prevent diseases like leptospirosis. #hero;"";"";23;7;10;Oguntuyi Itunuoluwa;IT_Oluwa;Tech enthusiast and software developer. Sharing coding tips, tech news, and innovative projects.;https://images.unsplash.com/photo-1600878459138-e1123b37cb30?q=80&w=3812&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;315;0;0;;fc_3;
12;04.07.24 12:09;children playing with makeshift toys at shelters shows resilience but also highlights what they’ve #lost—their homes, schools & sense of normalcy;"";"";9;1;23;Ariunchimeg Viktor;AnyaVik;Artist and creative soul. Sharing my artwork, creative process, and inspiration.;https://images.unsplash.com/photo-1598886221209-99421ca9452e?q=80&w=2832&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;351;0;0;;fc_3;
13;04.07.24 12:12;Canoas’ Lutheran University turned into a shelter camp. THis shows community spirit at its best but also highlights dire need for infrastructure improvements!;"";"";3;8;11;WF OMAR;Arowoshaye;Entrepreneur and business strategist. Sharing insights on business growth, leadership, and innovation.;https://images.unsplash.com/photo-1560250097-0b93528c311a?q=80&w=3149&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;332;0;0;;fc_3;
14;04.07.24 12:15;Fernando Fan from federal university says every real invested in alert systems saves 661 reals! why aren’t we #investing more to protect our #future_generations?;"";"";3;2;6;Darnell Baldwin;Nell_emAll;Music producer and DJ. Bringing you the latest beats, mixes, and music industry news.;https://images.unsplash.com/photo-1603871165848-0aa92c869fa1?q=80&w=3772&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;70;0;0;;fc_3;
15;04.07.24 12:18;Seeing children in tents at the lutheran university of brazil in canoas is gut-wrenching. They should be playing and learning, not worrying about where their next meal will come from.;"";"";12;1;6;Allen Drazila;Allendrizzle;Travel blogger and adventure seeker. Join me as I explore new destinations and share travel tips.;https://images.unsplash.com/photo-1600486913747-55e5470d6f40?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;822;0;0;;fc_3;
16;04.07.24 12:21;Local #heroes like Vagner Their are stepping up despite personal losses<br> their community spirit is strong despite devastation.<br>but they need our #support now more than ever!;"";"";28;6;13;Abdulaziz Al;Abdulaziz_maaa;Tech entrepreneur and innovator. Sharing insights on startups, technology, and business growth.;https://images.unsplash.com/photo-1514222709107-a180c68d72b4?q=80&w=3656&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;209;0;0;;fc_3;
17;04.07.24 12:24;Fernando Fan emphasizes prevention. It is critical to invest in alert systems and saves #lives & money! <br>why wait until the next disaster strikes when we can prepare & protect our communities?;"";"";0;2;15;Amjad Hussain;AmjadHussain299;Photographer and visual storyteller. Capturing moments and sharing photography tips.;https://images.unsplash.com/photo-1506794778202-cad84cf45f1d?q=80&w=3744&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;42;0;0;;fc_3;
18;04.07.24 12:27;heartbreaking to see people living in tents and cars on the road into #PortoAlegre. feels like a war zone out there.;"";"";8;7;8;LesTampa;LesTampa813;Sports enthusiast and Tampa Bay fan. Sharing game highlights, player stats, and sports commentary.;https://images.unsplash.com/photo-1624395213043-fa2e123b2656?q=80&w=2848&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;22;0;0;;fc_3;
19;04.07.24 12:30;Fiergs calling for federal aid package highlights the economic toll disasters take alongside human suffering – #comprehensive recovery plans are essential now;"";"";39;3;1;Sikandarkambrani;sikanderali8958;Entrepreneur and business coach. Sharing tips on business growth, leadership, and innovation.;https://images.unsplash.com/photo-1558222218-b7b54eede3f3?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;523;0;0;;fc_3;
20;04.07.24 12:33;«rio grande do sul is a raw state warning of climate change,» says marcio astrini—we need urgent action now before more lives are lost & futures ruined!;"";"";38;6;10;Lancelot Devonshire;fuvexesasiv;History buff and writer. Sharing historical facts, stories, and insights.;https://images.unsplash.com/photo-1576558656222-ba66febe3dec?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;342;0;0;;fc_3;
21;04.07.24 12:36;vaccines/medicines are crucial for now #PortoAlegre;"";"";30;6;20;Kukoyi caleb;caleb_kukoyi;Fitness coach and wellness advocate. Motivating you to achieve your health goals with tips and workout routines.;https://images.unsplash.com/photo-1589279715734-6631a314dfa2?q=80&w=3872&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;131;0;0;;fc_3;
22;04.07.24 12:39;«the extent of this disaster is truly terrifying,» carlos machado from fiocruz<br>a sentiment echoed by parents watching their children suffer through unimaginable hardships.;"";"";13;1;13;caitlyn |-/;caitlynfcb;Bookworm and aspiring writer. Sharing book reviews, writing tips, and literary discussions.;https://images.unsplash.com/photo-1573496799515-eebbb63814f2?q=80&w=3869&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;452;0;0;;fc_3;
23;04.07.24 12:42;Rio Grande do Sul had droughts in 2021 and 2022, started 2023 with one, and now this catastrophic flood. it's a raw state warning of #climate_change. Wake up!;"";"";21;0;8;little mis moonligh;LoupMaraudeur;Night owl and dreamer. Sharing my thoughts, poetry, and late-night musings.;https://images.unsplash.com/photo-1589729132389-8f0e0b55b91e?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;30;0;0;;fc_3;
24;04.07.24 12:45;«we didn’t need to pay for this lesson with lives,» says marcio astrini—brazilian politicians must take environmental agenda seriously & #act on #climate #change!;"";"";31;1;13;dapo olayiwola;ohdaps;Tech enthusiast and software developer. Sharing coding tips, tech news, and innovative projects.;https://images.unsplash.com/photo-1625504615927-c14f4f309b63?q=80&w=3765&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;372;0;0;;fc_3;
25;04.07.24 12:48;Claudia Duarte was waist-deep in water on the second floor of her home when she was rescued in Canoas. She thought she might not make it out alive. One cannot imagine that. This shouldn't become the new normal!;"";"";26;6;21;Bhavisha verma;BhavishaVerma31;Fashion enthusiast and lifestyle blogger. Follow for style tips, beauty hacks, and daily inspiration.;https://images.unsplash.com/photo-1531123897727-8f129e1688ce?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;310;0;0;;fc_3;
26;04.07.24 12:51;driving through streets feels like moving through giant junkyard with piles of furniture, clothes & ruined cars everywhere 😢;"";"";26;8;11;Louis;That1PatriotFan;Sports fanatic and Patriots fan. Sharing game highlights, player stats, and sports commentary.;https://images.unsplash.com/photo-1598133894008-61f7fdb8cc3a?q=80&w=2694&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;696;0;0;;fc_3;
27;04.07.24 12:54;#Carlos_machado from @fiocruz says sanitary conditions are worsening with contaminated mud everywhere after waters recede.;"";"";9;4;4;Rashi Kakkar;rashi_kakkar;Foodie and culinary explorer. Discovering new recipes, restaurant reviews, and food adventures.;https://images.unsplash.com/photo-1531746020798-e6953c6e8e04?q=80&w=2550&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;200;0;0;;fc_3;
28;04.07.24 12:57;volunteers trying to persuade people to leave flooded homes in #VilaFarrapos show bravery but also #desperation—the impact on mental health will be huge!;"";"";9;5;13;May Sarma;mayvsarma;Tech geek and gadget reviewer. Bringing you the latest in tech news and reviews.;https://images.unsplash.com/photo-1499358517822-d8578907a095?q=80&w=3000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;299;0;0;;fc_3;
29;04.07.24 13:00;" @elisandro_dutra  rescuing stranded animals reminds us even pets are victims too; don't forget many children find comfort in their pets during such traumatic times.";"";"";16;1;23;Brendan;Grundla;Travel blogger and adventure seeker. Join me as I explore new destinations and share travel tips.;https://images.unsplash.com/photo-1548048876-54a717fa3f8c?q=80&w=3840&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;808;0;0;;fc_3;
30;04.07.24 13:03;colder temperatures causing a surge in respiratory ailments and viruses among flood victims in rio grande do sul. #outbreak;"";"";39;4;7;Emily Wilson;emilyhwilson;Artist and creative soul. Sharing my artwork, creative process, and inspiration.;https://images.unsplash.com/photo-1509868918748-a554ad25f858?q=80&w=3875&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;135;0;0;;fc_3;
31;04.07.24 13:06;«i’ve seen things that no one should go through as a human being,»  <br>- juan romero <br><br>the floods have taken so much from families in brazil, they’ve lost their homes and sense of security.;"";"";40;1;19;Mrs. Nobody;Niru11apr;Mental health advocate and wellness coach. Tips on mindfulness, self-care, and mental well-being.;https://images.unsplash.com/photo-1546422832-de5b9c2042f6?q=80&w=1856&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;695;0;0;;fc_3;
32;04.07.24 13:09;The highway into porto alegre is peppered with people living in cars & improvised tents. It's resembling a war zone refugees – heartbreaking sight especially knowing many are children;"";"";31;4;7;Francisco Orcha;orcha_f;Tech entrepreneur and innovator. Sharing insights on startups, technology, and business growth.;https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;478;0;0;;fc_3;
33;04.07.24 13:12;Fiergs estimating a significant economic impact underscores intertwined nature between environmental sustainability & economic stability. This urges holistic approaches towards development and planning #wakeup;"";"";30;2;4;Rohit H B;HBRohit;Hobby Geek.;https://images.unsplash.com/photo-1615862915913-b93d20d742a3?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;871;0;0;;fc_3;
